bioblitz-2016 (1)
Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common Name,Identification Notes,Data Resource Name,Sighting Date,Latitude,Longitude,Location,geopoint
Reptile,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Intellagama,lesueurii,"Water Dragon, Eastern Water Dragon",Subspecies Intellagama lesueurii lesueurii,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Stingray,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,UROLOPHICAE,Urolophus,paucimaculatus,Sparsely-spotted Stingaree,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fungi,FUNGI,,,,,,,,Fungi,Bowerbird,2016-03-30,-37.8136,144.9761,,"-37.8136, 144.9761"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,,,,,,Mite,Bowerbird,2016-03-07,-37.8121,144.9795,,"-37.8121, 144.9795"
Amphibian,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,,,,,Frog,Participate Melbourne,2016-02-23,-37.7636,144.9807,,"-37.7636, 144.9807"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7913,144.9567,,"-37.7913, 144.9567"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,TEREBILLIDA,CIRRATULIDAE,,,,Polychaete Worm,Bowerbird,2016-02-24,-37.8304,144.9001,,"-37.8304, 144.9001"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,CAPITELLIDA,ARENICOLIDAE,,,,Lugworm,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ORCHIDACEAE,Dendrobium,jonesii,Jones' Dendrobium,,Bowerbird,2016-04-12,-37.8115,144.9558,,"-37.8115, 144.9558"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,,IKEDIDAE,,,,Spoon Worm,Participate Melbourne,2016-03-02,-37.842,144.9138,,"-37.842, 144.9138"
Amphibian,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,,,,,Frog,Participate Melbourne,2016-03-07,-37.8245,144.962,,"-37.8245, 144.962"
Amphibian,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Litoria,ewingii,"Brown Tree Frog, Southern Brown Tree Frog",,Handwritten,2016-03-04,-37.797,144.959,,"-37.797, 144.959"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE,Myxicola,infundibulum,Slime Tube Worm,,Participate Melbourne,2016-03-02,-37.8416,144.9129,,"-37.8416, 144.9129"
Annelid,ANIMALIA,ANNELIDA,OLIGOCHAETA,,,,,,Freshwater Oligochaete Worm,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,PHYLLODOCIDA,PHYLLODOCIDAE,Eulalia,,,Phyllodocid Worm,Bowerbird,2016-02-24,-37.8301,144.9003,,"-37.8301, 144.9003"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,OPHELIIDA,OPHELIIDAE,Polyophthalmus,,,Opheliid Worm,Bowerbird,2016-02-24,-37.8302,144.9003,,"-37.8302, 144.9003"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,EUNICIDA,LUMBRINERIDAE,Lumbrineris,,,Lumbrinerid Worm,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,OPHELIIDA,OPHELIIDAE,Polyophthalmus,,,Opheliid Worm,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,CAPITELLIDA,ARENICOLIDAE,,,,Lugworm,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Annelid,ANIMALIA,ANNELIDA,POLYCHAETA,TEREBILLIDA,CIRRATULIDAE,,,,Cirratulid Worm,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fungi,FUNGI,,,,,,,,Fungi,Bowerbird,2016-03-19,-37.8168,144.9832,,"-37.8168, 144.9832"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,ARANEIDAE,Argiope,protensa,Teardrop Spider,,Bowerbird,2016-03-14,-37.8096,144.9541,,"-37.8096, 144.9541"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,ARANEIDAE,Phonognatha,,,Leaf Curling Spider,Bowerbird,2016-03-14,-37.81,144.9546,,"-37.81, 144.9546"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SALTICIDAE,Clynotis,severus,Bark Jumping Spider,,Bowerbird,2016-03-14,-37.8101,144.9555,,"-37.8101, 144.9555"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SALTICIDAE,,,,Jumping Spider,Bowerbird,2016-03-20,-37.7928,144.9656,,"-37.7928, 144.9656"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,HERSILIIDAE,Tamopsis,,,Two-tailed Spider,Bowerbird,2016-03-13,-37.8038,144.97,,"-37.8038, 144.97"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,,,,,,Mite,Bowerbird,2016-03-20,-37.8184,144.9741,,"-37.8184, 144.9741"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SALTICIDAE,Hypoblemum,,,Jumping Spider,Bowerbird,2016-03-20,-37.8186,144.9751,,"-37.8186, 144.9751"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,THERIDIIDAE,Euryopis,,,Tangle-web Spiders,Bowerbird,2016-03-07,-37.8136,144.976,,"-37.8136, 144.976"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SALTICIDAE,Helpis,minitabunda,"Threatening Jumping Spider, Bronze Jumping Spider",,Bowerbird,2016-03-07,-37.8135,144.9763,,"-37.8135, 144.9763"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,OXYOPIDAE,,,,Lynx Spider,Bowerbird,2016-03-07,-37.814,144.9791,,"-37.814, 144.9791"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,ARANEIDAE,Phonognatha,,,Leaf Curling Spider,Bowerbird,2016-03-07,-37.812,144.9796,,"-37.812, 144.9796"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SALTICIDAE,,,,Jumping Spider,Bowerbird,2016-03-07,-37.8121,144.9796,,"-37.8121, 144.9796"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SALTICIDAE,Hypoblemum,villosum,Jumping Spider,,Bowerbird,2016-03-19,-37.8115,144.9829,,"-37.8115, 144.9829"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SALTICIDAE,Opisthoncus,polyphemus,Cyclops Jumping Spider,,Bowerbird,2016-03-19,-37.8269,144.9841,,"-37.8269, 144.9841"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,HERSILIIDAE,,,,Two-tailed Spider,Bowerbird,2016-03-19,-37.8183,144.987,,"-37.8183, 144.987"
Arachnid,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,LAMPONIDAE,Lampona,,,White-tailed Spider,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-21,-37.7871,144.9652,,"-37.7871, 144.9652"
Ascidian,ANIMALIA,CHORDATA,ASCIDIACEA,PLEUROGONA,PYURIDAE,Pyura,stolonifera,Red Bait,,Participate Melbourne,2016-03-02,-37.8427,144.914,,"-37.8427, 144.914"
Bird,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ANHINGIDAE,Anhinga,novaehollandiae,Australasian Darter,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Tachybaptus,novaehollandiae,Australasian Grebe,,Bowerbird,2016-03-15,-37.7827,144.9431,,"-37.7827, 144.9431"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Participate Melbourne,2016-03-13,-37.7567,144.9796,,"-37.7567, 144.9796"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Participate Melbourne,2016-03-13,-37.7612,144.98,,"-37.7612, 144.98"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE,,,,Gudgeon,Participate Melbourne,2016-03-02,-25.2744,133.7751,,"-25.2744, 133.7751"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Cracticus,tibicen,Australian Magpie,Also known as Gymnorhina tibicen,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Handwritten,2016-03-04,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,PELECANIDAE,Pelecanus,conspicillatus,Australian Pelican,,Bowerbird,2016-03-19,-37.8272,144.9831,,"-37.8272, 144.9831"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Threskiornis,molucca,Australian White Ibis,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,,,,,,Bird,Bowerbird,2016-04-08,-37.8147,144.9336,,"-37.8147, 144.9336"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Threskiornis,molucca,Australian White Ibis,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Chenonetta,jubata,Australian Wood Duck,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,atratus,Black Swan,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,atratus,Black Swan,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cygnus,atratus,Black Swan,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CAMPEPHAGIDAE,Coracina,novaehollandiae,Black-faced Cuckoo-shrike,,Bowerbird,2016-03-11,-37.7839,144.9455,,"-37.7839, 144.9455"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Elseyornis,melanops,Black-fronted Dotterel,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,Black-winged Stilt,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Acanthiza,pusilla,Brown Thornbill,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Acanthiza,pusilla,Brown Thornbill,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Bowerbird,2016-03-05,-37.7969,144.9598,,"-37.7969, 144.9598"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Sponges,ANIMALIA,PORIFERA,,,,,,,Sponge,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8182,144.9853,,"-37.8182, 144.9853"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,Common Blackbird,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Bowerbird,2016-03-05,-37.7966,144.9591,,"-37.7966, 144.9591"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,tristis,"Common Myna, Indian Myna",Also known as Acridotheres tristis,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,Common Starling,,Bowerbird,2016-03-31,-37.8187,144.9711,,"-37.8187, 144.9711"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,Common Starling,,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Participate Melbourne,2016-03-13,-37.7612,144.9798,,"-37.7612, 144.9798"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Bowerbird,2016-03-15,-37.783,144.9437,,"-37.783, 144.9437"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Bowerbird,2016-03-13,-37.7918,144.9567,,"-37.7918, 144.9567"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Bowerbird,2016-03-05,-37.7949,144.9607,,"-37.7949, 144.9607"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ocyphaps,lophotes,Crested Pigeon,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,Dusky Moorhen,,Bowerbird,2016-03-20,-37.8222,144.9712,,"-37.8222, 144.9712"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,Dusky Moorhen,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,Dusky Moorhen,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,tenebrosa,Dusky Moorhen,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Egretta,sacra,Eastern Reef Egret,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Acanthorhynchus,tenuirostris,Eastern Spinebill,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,,,,,,Red Bird,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Fulica,atra,"Eurasian Coot, Coot",,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,NEORNITHES,SULIFORMES,Phalacrocorax,carbo,Great Cormorant,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,NEORNITHES,SULIFORMES,Phalacrocorax,carbo,Great Cormorant,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,gracilis,Grey Teal,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Poliocephalus,poliocephalus,"Hoary-headed Grebe, Dabchick",,Bowerbird,2016-03-05,-37.7824,144.9438,,"-37.7824, 144.9438"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,,Bowerbird,2016-03-15,-37.782,144.9432,,"-37.782, 144.9432"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PASSERIDAE,Passer,domesticus,House Sparrow,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Dacelo,novaeguineae,Laughing Kookaburra,,Participate Melbourne,2016-03-05,-37.7152,145.1481,,"-37.7152, 145.1481"
Fungi,FUNGI,,,,,,,,Fungi,Bowerbird,2016-03-19,-37.8269,144.984,,"-37.8269, 144.984"
Bird,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Dacelo,novaeguineae,Laughing Kookaburra,,Bowerbird,2016-03-04,-37.8297,144.979,,"-37.8297, 144.979"
Bird,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Dacelo,novaeguineae,Laughing Kookaburra,,Bowerbird,2016-03-04,-37.8298,144.979,,"-37.8298, 144.979"
Bird,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Dacelo,novaeguineae,Laughing Kookaburra,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Megalurus,gramineus,Little Grassbird,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,PHALACROCORACIDAE,Microcarbo,melanoleucos,Little Pied Cormorant,,Bowerbird,2016-04-08,-37.8168,144.9328,,"-37.8168, 144.9328"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-12,-37.8136,144.9354,,"-37.8136, 144.9354"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,mellori,Little Raven,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,mellori,Little Raven,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,chrysoptera,Little Wattlebird,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,chrysoptera,Little Wattlebird,,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,chrysoptera,Little Wattlebird,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Participate Melbourne,2016-03-05,-37.7617,144.9798,,"-37.7617, 144.9798"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-12,-37.811,144.9355,,"-37.811, 144.9355"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Grallina,cyanoleuca,Magpie-lark,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Glossopsitta,concinna,Musk Lorikeet,,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Nycticorax,caledonicus,Nankeen Night-heron,,Participate Melbourne,2016-03-12,-37.7825,144.952,,"-37.7825, 144.952"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Nycticorax,caledonicus,Nankeen Night-heron,,Bowerbird,2016-03-04,-37.8293,144.9801,,"-37.8293, 144.9801"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Phylidonyris,novaehollandiae,New Holland Honeyeater,,Participate Melbourne,2016-03-08,-37.7805,144.8126,,"-37.7805, 144.8126"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Phylidonyris,novaehollandiae,New Holland Honeyeater,,Bowerbird,2016-03-08,-37.7871,144.9157,,"-37.7871, 144.9157"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Phylidonyris,novaehollandiae,New Holland Honeyeater,,Bowerbird,2016-03-12,-37.8115,144.9353,,"-37.8115, 144.9353"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-04-08,-37.8139,144.9355,,"-37.8139, 144.9355"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Manorina,melanocephala,Noisy Miner,,Bowerbird,2016-03-05,-37.795,144.9605,,"-37.795, 144.9605"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,,,,Duck,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,superciliosa,"Pacific Black Duck, Black Duck",,Bowerbird,2016-03-07,-37.7867,144.9186,,"-37.7867, 144.9186"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,superciliosa,"Pacific Black Duck, Black Duck",,Bowerbird,2016-03-31,-37.821,144.9753,,"-37.821, 144.9753"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,superciliosa,"Pacific Black Duck, Black Duck",,Bowerbird,2016-03-04,-37.8293,144.9799,,"-37.8293, 144.9799"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Strepera,graculina,Pied Currawong,,Participate Melbourne,2016-03-04,-37.8207,145.2491,,"-37.8207, 145.2491"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Strepera,graculina,Pied Currawong,,Handwritten,2016-03-05,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Strepera,graculina,Pied Currawong,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,porphyrio,Purple Swamphen,,Participate Melbourne,2016-03-05,-37.7831,144.9437,,"-37.7831, 144.9437"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Participate Melbourne,2016-03-05,-37.8207,145.2491,,"-37.8207, 145.2491"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Bowerbird,2016-03-15,-37.7829,144.9437,,"-37.7829, 144.9437"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-05,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Participate Melbourne,2016-03-15,-37.824,144.9787,,"-37.824, 144.9787"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Platalea,regia,Royal Spoonbill,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Bowerbird,2016-02-23,-37.8302,144.9003,,"-37.8302, 144.9003"
